valor,hora,tipo,saldo
1644.99,0,levantamento,96402.07
1047.3,9,levantamento,71231.74
598.73,23,pagamento,145997.75
559.81,21,levantamento,5145.36
1109.06,18,deposito,71193.4
1326.65,17,levantamento,13698.77
686.47,14,deposito,96108.1
1864.57,10,pagamento,95240.28
769.31,23,pagamento,21567.41
2411.92,2,pagamento,125684.92
4842.1,6,levantamento,77386.63
2279.02,6,levantamento,66725.21
1677.29,11,pagamento,78162.34
1178.6,0,pagamento,76311.58
5749.56,21,transferencia,64745.42
1548.73,2,pagamento,-1593.69
13255.65,13,transferencia,87264.56
701.75,18,deposito,122799.07
2279.99,20,transferencia,97858.02
5598.08,21,transferencia,49733.61
1040.95,8,transferencia,115330.03
1496.82,12,deposito,104908.39
2983.69,4,levantamento,14308.3
2465.9,2,deposito,64738.07
2829.23,16,transferencia,73262.52
4574.29,18,transferencia,135418.34
1370.04,3,deposito,137589.11
5707.98,9,deposito,103679.06
456.68,22,levantamento,51211.49
4281.03,4,pagamento,68583.05
4526.77,18,transferencia,141603.67
973.04,8,pagamento,59329.12
566.51,21,transferencia,8761.53
1501.57,20,transferencia,31895.51
2497.49,15,levantamento,65532.38
1382.88,22,transferencia,85546.88
2701.48,11,levantamento,116255.65
8520.2,16,pagamento,85428.43
606.82,7,levantamento,102243.01
378.69,22,levantamento,118800.88
1710.54,12,pagamento,78673.59
1049.29,20,pagamento,53891.0
1231.2,21,levantamento,110490.56
4981.72,14,levantamento,118442.14
1641.73,8,deposito,124550.96
1766.59,0,transferencia,123086.77
1274.82,14,levantamento,100094.96
1752.78,2,transferencia,110129.69
2241.28,14,levantamento,58710.77
16775.43,10,transferencia,54908.34
2261.37,8,pagamento,62584.49
4583.22,18,levantamento,46454.55
2098.8,21,transferencia,133472.66
357.01,17,levantamento,111072.74
1148.65,20,pagamento,69311.67
2260.02,23,transferencia,25486.0
3225.14,17,transferencia,45503.95
2139.19,23,deposito,34366.01
3775.47,20,pagamento,112374.98
562.29,2,transferencia,75757.75
1880.01,12,pagamento,52634.66
5231.07,5,deposito,69654.78
831.1,5,deposito,158287.79
4431.41,10,pagamento,57734.11
4251.92,23,pagamento,70681.65
672.08,22,deposito,65382.04
2369.19,8,levantamento,51657.94
2052.99,16,levantamento,47051.03
1570.12,23,pagamento,73562.01
532.98,16,deposito,66673.4
1464.91,8,transferencia,55411.17
1595.53,18,levantamento,29350.75
464.68,2,pagamento,13598.14
636.43,13,transferencia,126259.56
861.27,14,transferencia,135170.56
781.62,18,levantamento,108911.48
2347.29,0,deposito,57536.92
3748.87,22,pagamento,84718.43
1410.31,3,pagamento,100012.33
3337.68,14,transferencia,56445.05
3873.8,14,levantamento,62517.93
1688.79,2,deposito,22134.62
2505.98,4,deposito,69978.4
1512.2,0,deposito,64972.97
736.37,15,pagamento,73214.89
994.85,15,deposito,86173.15
2347.06,15,transferencia,130656.51
1640.8,14,transferencia,118607.47
3260.83,4,pagamento,74783.05
399.58,1,pagamento,61970.08
484.32,7,deposito,44467.08
532.41,14,pagamento,72028.0
2065.9,8,levantamento,59692.63
600.35,8,deposito,61960.8
2335.79,2,transferencia,30291.11
3302.41,14,levantamento,19122.86
6081.46,23,transferencia,46182.68
5567.64,17,pagamento,92905.84
1036.56,16,pagamento,34312.3
475.46,0,transferencia,103577.54
1090.56,22,levantamento,39746.11
3949.99,10,pagamento,107099.87
1323.78,0,pagamento,60463.84
1773.2,5,transferencia,122265.52
1157.79,23,transferencia,100157.4
6405.82,11,levantamento,83136.55
803.06,19,pagamento,86157.39
1907.24,17,deposito,88034.86
4387.83,13,levantamento,36656.09
7889.12,12,transferencia,65912.02
1037.07,10,deposito,91731.41
3899.66,19,deposito,97603.71
1090.28,17,transferencia,68134.7
5441.05,20,pagamento,171037.0
7212.52,17,transferencia,168858.42
887.43,16,deposito,104233.87
3049.62,4,levantamento,114361.12
4405.59,5,deposito,131083.71
1428.79,21,levantamento,80501.47
2802.23,7,pagamento,102875.83
2921.97,3,transferencia,59408.42
9024.7,0,levantamento,90611.26
373.6,14,pagamento,54889.9
1728.95,6,transferencia,94092.16
665.01,15,transferencia,58677.78
1828.11,5,transferencia,146668.45
966.53,6,levantamento,53394.24
1474.49,23,pagamento,118002.96
898.46,20,transferencia,27263.31
2047.33,5,transferencia,52458.98
4268.92,12,pagamento,77389.15
1341.86,1,levantamento,71946.63
5678.81,4,transferencia,148975.38
4167.89,2,transferencia,78970.42
9202.73,20,levantamento,16806.78
2512.63,8,transferencia,57513.01
1721.04,2,pagamento,41593.99
508.68,11,pagamento,62065.62
967.44,2,pagamento,71340.09
1531.0,16,pagamento,119026.47
1683.1,14,levantamento,150096.05
11836.91,16,deposito,89388.57
1532.14,6,transferencia,84821.89
439.36,8,levantamento,91005.01
3076.83,17,transferencia,113237.3
2937.16,1,levantamento,129705.99
1252.45,16,pagamento,109445.08
9918.3,20,pagamento,92014.27
396.51,22,pagamento,117310.24
4912.63,13,transferencia,91304.14
1432.42,16,levantamento,84182.93
845.28,10,pagamento,105948.68
12336.51,23,pagamento,100249.54
3259.59,0,transferencia,35229.56
1424.03,0,transferencia,70255.22
1401.07,19,pagamento,60074.45
2253.71,14,levantamento,90995.64
1249.41,1,levantamento,115573.12
5113.74,11,transferencia,118311.42
1939.43,12,transferencia,59859.74
4080.81,9,transferencia,32351.51
2135.25,1,pagamento,202702.68
3625.94,22,levantamento,73189.36
5305.01,1,transferencia,61986.46
6937.83,16,transferencia,96440.75
2677.82,8,pagamento,56525.22
903.94,13,transferencia,123762.01
1574.88,10,pagamento,56553.98
1770.63,19,levantamento,30447.55
1143.02,11,transferencia,34960.17
1000.12,6,transferencia,60544.57
2078.91,0,levantamento,60116.96
823.33,23,transferencia,72361.68
704.92,15,transferencia,65768.34
466.12,14,deposito,90825.92
2655.18,12,pagamento,109201.04
2375.58,5,pagamento,64261.0
1394.46,1,transferencia,130708.0
4005.35,8,levantamento,136387.95
813.18,0,transferencia,137703.11
2452.1,8,deposito,7724.71
1888.11,9,levantamento,104047.51
999.7,1,deposito,93429.28
1219.22,21,levantamento,60168.3
1146.42,18,deposito,104739.74
2213.22,13,pagamento,61748.5
2906.61,2,pagamento,65063.35
1285.48,15,pagamento,72243.71
1022.82,18,transferencia,112455.39
2017.83,8,pagamento,19834.16
482.32,1,transferencia,67812.45
1858.43,3,pagamento,118428.11
6307.03,23,levantamento,142825.55
1029.5,10,deposito,71443.13
1569.51,7,levantamento,48502.47
4103.72,15,transferencia,82983.87
3306.81,4,levantamento,17389.9
1899.74,1,levantamento,123026.22
1725.34,14,transferencia,100506.39
672.87,5,pagamento,66272.01
2678.26,7,levantamento,22991.79
617.27,1,levantamento,127576.72
346.49,3,pagamento,36154.06
4050.04,3,transferencia,36266.8
2464.12,11,transferencia,134636.29
3654.77,0,transferencia,83953.25
1003.04,8,levantamento,106873.23
2625.67,14,deposito,87173.91
1272.51,7,levantamento,127504.98
1391.6,16,transferencia,53570.23
3940.27,14,transferencia,78056.19
90186.0,9,transferencia,76561.4
1035.76,21,transferencia,33837.31
606.43,12,levantamento,95654.42
2412.82,10,levantamento,108558.66
4219.96,15,levantamento,70855.22
966.32,14,levantamento,66565.33
3137.5,17,levantamento,97951.49
850.46,11,pagamento,45510.63
3292.63,2,levantamento,56380.81
1856.28,20,pagamento,99243.34
2240.08,23,pagamento,75815.2
1034.91,21,transferencia,43378.32
2406.77,11,transferencia,97184.22
1120.86,0,deposito,82548.15
1298.62,4,transferencia,101283.4
536.95,19,pagamento,176852.37
974.84,7,deposito,6201.85
1187.5,4,transferencia,95246.5
2322.15,17,transferencia,87717.36
2911.79,7,transferencia,81673.08
1111.71,12,pagamento,61980.72
1585.17,16,pagamento,68659.14
6968.17,7,pagamento,93877.14
2007.98,2,deposito,79831.77
1176.72,17,deposito,66927.79
471.67,11,transferencia,138197.8
913.12,12,deposito,102045.61
885.1,20,transferencia,43686.7
8798.17,8,transferencia,86401.31
917.12,23,pagamento,74882.56
1883.4,15,pagamento,120790.46
2432.33,0,transferencia,100243.36
4381.82,0,transferencia,51140.02
1819.69,7,pagamento,69880.84
1202.01,2,transferencia,100405.74
1139.99,13,transferencia,36175.11
2404.52,13,levantamento,128637.42
1045.79,16,deposito,115405.55
747.44,0,deposito,79680.89
1201.83,3,transferencia,72200.97
626.67,5,transferencia,138803.82
7946.55,14,levantamento,104499.33
2913.88,20,levantamento,93818.76
6612.22,12,pagamento,128856.31
2666.04,22,deposito,109568.67
6122.19,8,pagamento,66115.93
2425.93,20,transferencia,95676.37
3232.29,6,levantamento,49423.74
328.0,5,levantamento,49341.67
870.04,8,deposito,82277.92
1862.25,5,transferencia,114102.77
1898.75,10,pagamento,126764.88
1700.87,5,transferencia,37098.29
2597.74,2,levantamento,152388.08
2684.8,20,transferencia,112846.73
3612.27,22,transferencia,74447.06
3087.74,17,levantamento,-2063.24
4737.52,13,pagamento,114081.04
4768.5,5,deposito,45645.15
2079.19,1,transferencia,131858.11
9559.77,9,transferencia,53665.3
5364.0,18,pagamento,56279.61
948.08,22,transferencia,103078.9
2475.22,6,deposito,74060.91
414.02,4,deposito,67452.67
473.73,14,deposito,99752.7
1212.46,9,pagamento,80434.63
897.53,1,deposito,58442.76
1218.44,20,pagamento,104553.26
2351.47,1,levantamento,62670.63
4818.57,18,pagamento,100466.48
4616.54,7,transferencia,57483.8
2516.33,5,deposito,49508.53
757.71,11,deposito,35625.77
1157.58,15,deposito,27379.55
3010.15,15,transferencia,82975.77
933.65,14,transferencia,59883.82
656.2,9,transferencia,124827.93
2680.75,3,levantamento,95101.75
1739.43,7,transferencia,53131.3
1527.31,8,deposito,110628.64
4393.32,20,pagamento,115789.26
4320.15,16,pagamento,50953.47
7516.79,5,levantamento,77788.74
1073.71,21,transferencia,114368.33
2549.84,15,levantamento,57292.31
1835.75,21,levantamento,91442.76
2370.02,20,pagamento,96429.14
729.6,6,transferencia,81483.08
588.76,19,pagamento,40835.56
1750.8,3,pagamento,123272.11
921.49,3,levantamento,130305.77
3829.79,8,deposito,64978.27
544.28,13,pagamento,73807.96
581.4,9,pagamento,90655.28
1295.52,18,deposito,49574.13
528.23,2,transferencia,130537.42
6910.54,10,transferencia,113660.43
1561.91,18,levantamento,119246.2
1116.28,2,pagamento,44079.25
2629.03,12,pagamento,73070.34
3666.82,11,transferencia,101105.03
2133.6,12,transferencia,58123.88
1712.19,23,deposito,45452.88
823.22,23,transferencia,77916.51
2995.08,19,levantamento,77610.69
5615.93,9,levantamento,64576.48
1516.6,22,levantamento,54762.64
916.88,19,pagamento,100653.69
2090.58,9,deposito,71199.17
1811.88,0,deposito,69319.56
683.29,22,transferencia,44873.9
1209.36,2,transferencia,140294.41
7561.23,13,transferencia,54998.17
615.21,20,pagamento,144988.65
1040.55,15,levantamento,107300.86
846.43,18,levantamento,157111.88
908.47,0,deposito,58690.0
1266.0,8,levantamento,73511.65
2588.17,1,deposito,115299.31
5150.5,17,levantamento,111541.81
2127.4,5,levantamento,85969.33
1045.76,16,pagamento,44548.09
6197.69,7,deposito,101902.17
345.55,19,pagamento,66696.91
3098.84,2,levantamento,78367.7
795.2,20,pagamento,53500.63
1735.87,23,transferencia,110667.92
2836.94,0,transferencia,-29514.37
500.55,20,transferencia,52558.03
2025.0,17,transferencia,92521.75
2153.35,7,levantamento,115690.85
5824.74,1,pagamento,102110.65
15868.95,22,transferencia,70785.28
521.98,8,transferencia,28567.68
5617.95,20,levantamento,126980.68
1754.07,10,deposito,78186.95
946.85,15,transferencia,90330.95
2429.02,8,pagamento,23205.31
637.89,16,pagamento,86458.36
669.08,14,transferencia,70538.22
451.18,6,transferencia,75465.66
2798.59,3,pagamento,91759.7
2348.68,22,levantamento,84694.62
942.46,14,transferencia,17217.34
6117.33,16,pagamento,32619.65
1063.83,22,levantamento,71115.04
5046.2,22,pagamento,62553.63
1993.53,9,transferencia,97009.95
1052.48,11,transferencia,47749.46
1649.15,15,transferencia,54659.07
663.15,6,levantamento,51173.93
2150.35,9,pagamento,56246.14
1852.78,1,pagamento,176238.1
2757.16,21,levantamento,140402.73
3653.07,11,levantamento,171602.73
1983.25,18,pagamento,99015.16
554.99,5,transferencia,122820.67
3811.93,20,transferencia,34405.74
1829.38,19,transferencia,53482.58
397.32,23,transferencia,26986.71
2316.22,1,transferencia,89769.38
2460.45,22,pagamento,30791.66
1357.25,19,transferencia,71916.67
1543.38,13,pagamento,89032.49
1123.03,6,transferencia,69743.78
2522.24,4,transferencia,91102.73
2022.3,20,pagamento,63773.96
874.29,8,pagamento,79495.77
6597.04,12,transferencia,97357.6
1061.41,14,pagamento,175065.49
207.43,4,transferencia,110080.18
1240.74,7,pagamento,100258.5
4124.71,6,transferencia,123713.24
1532.68,11,levantamento,90755.75
488.91,19,deposito,83395.96
794.35,23,pagamento,82782.5
761.44,22,pagamento,93173.83
1141.13,11,pagamento,103552.06
1466.5,19,levantamento,44491.62
2684.05,21,transferencia,109147.76
2003.7,13,transferencia,81682.24
2082.08,22,transferencia,58692.66
7506.18,15,transferencia,31965.98
3599.91,12,transferencia,39630.7
3355.12,12,levantamento,126801.46
423.89,14,transferencia,76782.79
990.84,10,pagamento,46795.15
503.9,22,deposito,103198.31
977.26,7,transferencia,126337.82
3414.87,8,pagamento,118892.15
1320.46,4,transferencia,88071.27
4263.96,1,levantamento,130452.18
3147.95,9,deposito,108288.86
1882.51,12,pagamento,8184.74
4345.24,14,pagamento,77767.01
5385.86,20,transferencia,158944.12
2600.63,13,pagamento,99187.89
2173.24,10,transferencia,84486.4
3000.98,13,pagamento,140559.44
586.83,6,levantamento,40389.58
1645.74,13,levantamento,91327.34
1773.67,2,levantamento,146324.16
1346.15,9,pagamento,128298.7
961.41,20,transferencia,32989.01
4017.58,5,transferencia,86631.86
2071.54,5,levantamento,87777.38
2227.85,19,transferencia,135957.2
5651.43,2,levantamento,103619.72
1546.48,15,pagamento,56198.28
1324.75,10,deposito,32914.52
5372.42,19,transferencia,118025.19
548.62,16,transferencia,82768.14
1883.62,23,levantamento,121080.29
1002.13,11,pagamento,121885.87
2285.05,2,deposito,64264.53
2857.13,3,deposito,79011.04
2987.14,10,transferencia,97683.76
4109.23,8,levantamento,79963.88
1477.31,5,levantamento,108597.08
1552.81,19,transferencia,96619.66
2755.3,23,transferencia,9426.29
3677.55,22,transferencia,107011.32
638.91,21,levantamento,91785.47
2324.59,21,pagamento,129938.05
1317.91,8,deposito,51924.43
1938.6,19,pagamento,87745.65
1359.2,13,pagamento,74282.58
1014.15,5,levantamento,54615.72
800.46,15,transferencia,42239.35
1602.28,17,pagamento,40960.56
2408.42,8,transferencia,137621.52
1116.1,6,pagamento,94121.24
4683.73,23,pagamento,143431.83
12922.95,17,transferencia,64322.21
2516.19,11,transferencia,131189.05
1749.37,4,pagamento,26217.37
871.48,13,deposito,78377.64
2430.97,13,pagamento,65089.55
5894.3,2,levantamento,104970.47
8593.69,6,pagamento,68668.93
5524.37,15,transferencia,52221.95
3549.8,20,deposito,127682.29
2510.29,21,transferencia,141796.97
781.38,20,deposito,10063.31
1669.41,21,transferencia,56967.64
1521.26,8,deposito,116822.26
1678.13,22,deposito,19976.47
1016.86,16,transferencia,148956.64
3315.25,8,levantamento,88815.65
1452.31,17,transferencia,39257.6
1361.0,13,levantamento,34015.81
1019.61,3,transferencia,94107.8
2177.3,14,transferencia,63831.66
5987.44,3,transferencia,91377.69
1793.34,4,pagamento,75894.45
2265.14,3,pagamento,111105.25
8503.29,23,transferencia,53888.63
4735.08,8,pagamento,59377.28
2893.42,10,transferencia,97355.93
2797.71,13,transferencia,114843.08
1116.05,11,levantamento,68940.92
1032.05,17,transferencia,73432.37
2024.6,11,levantamento,56976.26
2066.1,8,transferencia,154915.65
916.16,1,transferencia,73069.61
3173.65,18,deposito,127995.84
1448.32,5,pagamento,107984.27
4455.33,12,levantamento,71596.08
1729.65,14,levantamento,41722.94
1611.41,22,levantamento,122071.91
854.13,23,transferencia,87436.1
932.35,1,levantamento,40750.4
5188.56,15,pagamento,141796.26
2242.11,5,pagamento,113242.2
2468.69,13,pagamento,65487.0
6506.24,18,pagamento,75843.95
630.13,14,transferencia,77642.84
3093.33,17,transferencia,133525.98
507.6,11,transferencia,109069.99
1273.95,1,transferencia,63719.73
723.38,19,pagamento,96880.43
3593.47,23,pagamento,159674.79
398.7,15,levantamento,101854.54
1504.07,22,transferencia,110999.99
715.5,20,pagamento,72744.51
912.47,19,levantamento,91470.44
1032.18,21,transferencia,89508.56
5194.13,14,pagamento,59989.37
1382.73,7,transferencia,67991.96
7200.17,20,levantamento,118606.98
8512.31,1,transferencia,34715.5
9807.94,13,transferencia,100594.62
1725.01,3,transferencia,119618.68
2139.41,10,transferencia,100878.33
2446.38,16,pagamento,115915.09
1347.5,21,transferencia,102161.16
2538.93,6,transferencia,98928.43
855.63,0,deposito,73796.93
403.28,20,pagamento,78292.59
3201.29,8,levantamento,118522.05
1366.74,16,pagamento,132667.77
827.7,0,deposito,142729.92
915.82,1,deposito,55920.75
6075.97,18,levantamento,148797.55
2620.95,21,transferencia,42397.24
534.94,10,pagamento,99614.17
699.53,21,levantamento,55091.48
1431.53,9,transferencia,80029.43
2646.86,9,transferencia,90781.41
957.52,0,levantamento,35063.02
1574.42,2,levantamento,89008.23
1981.56,15,levantamento,146866.89
2014.68,12,levantamento,76228.09
266.11,8,transferencia,68354.39
2158.81,7,transferencia,119982.33
452.01,10,pagamento,82255.13
1437.82,8,levantamento,64916.66
1210.6,10,levantamento,95403.49
762.81,23,pagamento,76420.22
3549.4,22,pagamento,124289.83
735.7,12,pagamento,94323.84
1189.93,13,pagamento,117162.04
3651.84,8,pagamento,43245.42
1163.05,2,levantamento,67111.11
985.54,21,transferencia,75754.47
1458.95,5,transferencia,51006.32
2786.11,13,deposito,56711.76
5750.52,12,transferencia,48221.72
855.0,0,pagamento,80381.5
912.27,13,transferencia,103824.45
1449.44,11,deposito,93852.79
2173.54,22,transferencia,128103.6
976.33,2,deposito,22339.91
3136.46,13,deposito,143462.95
867.99,1,transferencia,97343.87
395.17,22,deposito,47241.94
2766.73,9,transferencia,50143.66
3035.32,3,pagamento,95523.03
4170.21,6,levantamento,127997.96
367.41,16,deposito,147330.92
1061.57,9,levantamento,41313.72
1479.05,23,transferencia,122663.57
7372.9,1,transferencia,128482.94
1591.83,23,transferencia,71491.84
615.72,23,levantamento,117799.95
2292.49,19,deposito,13138.58
5154.19,14,levantamento,33940.27
4347.3,11,deposito,81618.56
2833.98,0,deposito,96843.38
2230.78,9,transferencia,54307.48
294.65,23,deposito,58669.68
1845.55,8,transferencia,-21303.14
2084.98,13,pagamento,68908.98
1590.93,8,deposito,65016.64
3183.32,21,transferencia,65349.05
1570.58,23,pagamento,42250.06
1346.35,23,levantamento,45737.92
4151.39,20,levantamento,18458.89
1298.71,19,pagamento,38270.54
1904.02,9,deposito,92585.15
3707.17,9,pagamento,48743.17
805.5,10,deposito,108679.05
738.52,17,deposito,78822.53
5358.03,2,deposito,133705.3
1125.33,11,pagamento,42665.25
3146.19,2,transferencia,11754.34
436.92,11,pagamento,43816.9
244.1,21,transferencia,145540.89
2419.66,22,deposito,95779.94
1632.69,21,deposito,52619.04
2437.93,10,transferencia,110517.01
8101.2,13,transferencia,58790.78
671.91,16,pagamento,107923.4
1864.13,22,levantamento,71988.7
5895.67,11,transferencia,36661.03
754.16,23,pagamento,79881.99
1132.54,20,transferencia,88163.94
439.73,3,levantamento,78443.65
10832.21,4,levantamento,57679.4
309.94,2,deposito,68841.39
3425.04,14,transferencia,76751.39
629.02,4,transferencia,79007.99
779.99,22,pagamento,133787.33
4235.1,22,transferencia,79476.53
998.24,16,pagamento,26147.51
3045.53,21,levantamento,134443.46
5453.57,3,transferencia,60130.51
2122.94,18,levantamento,67533.88
3682.8,12,pagamento,33645.65
1928.58,2,transferencia,44027.78
2001.41,13,transferencia,30433.64
1087.96,21,transferencia,81871.66
8459.86,16,levantamento,154110.37
3275.66,20,deposito,52733.02
2744.75,3,transferencia,71536.98
3348.39,9,pagamento,92125.98
1051.7,23,pagamento,62342.58
3807.69,8,levantamento,4035.3
6277.36,23,transferencia,80371.53
599.11,22,pagamento,156280.24
2788.48,18,pagamento,82087.91
1901.18,7,transferencia,43554.61
1193.51,0,pagamento,63505.46
754.0,19,deposito,101512.98
4194.53,2,transferencia,106280.91
2135.36,18,transferencia,56681.38
1531.95,17,pagamento,48331.99
2790.3,22,levantamento,95845.3
1632.74,13,deposito,7671.75
1029.41,13,levantamento,85048.72
2004.52,9,pagamento,90058.01
1767.98,2,levantamento,103850.2
437.31,22,transferencia,41181.57
1092.63,1,levantamento,94712.54
657.53,18,levantamento,19241.71
482.45,18,transferencia,65679.47
2628.48,6,transferencia,131952.19
1058.9,3,levantamento,130243.4
4159.4,11,deposito,123807.04
418.69,6,levantamento,130417.39
1424.81,2,transferencia,-27229.34
1104.62,1,transferencia,13623.04
511.64,11,levantamento,129055.43
1815.42,18,transferencia,62516.98
548.65,5,pagamento,80575.32
2160.67,10,pagamento,44591.04
3218.3,12,pagamento,89269.76
2239.58,14,deposito,23253.16
2477.75,21,deposito,73996.44
4125.69,5,pagamento,80453.82
1769.74,7,levantamento,13934.78
933.72,7,pagamento,77967.73
1110.8,5,deposito,53398.19
1130.14,7,transferencia,86350.13
784.72,16,levantamento,95011.99
3385.88,6,pagamento,132896.98
2755.96,18,levantamento,123006.09
477.23,2,pagamento,34368.41
933.5,8,pagamento,109096.44
754.77,16,pagamento,83364.21
2330.59,8,transferencia,72780.39
4277.86,20,deposito,154530.49
2587.76,13,transferencia,78539.83
1031.79,0,deposito,96100.39
1400.83,5,levantamento,127553.24
593.31,16,transferencia,49619.3
630.85,16,transferencia,25770.34
3557.59,20,pagamento,52827.8
5740.43,4,transferencia,52249.11
1020.64,16,pagamento,63835.36
1879.0,17,pagamento,80763.17
3217.69,18,transferencia,165562.3
477.67,18,pagamento,102415.74
781.37,22,transferencia,91437.88
8909.81,17,pagamento,79931.24
840.36,14,pagamento,7358.87
1353.61,2,transferencia,75306.12
1116.16,13,transferencia,54650.21
366.57,0,transferencia,63477.23
1931.74,16,pagamento,140207.98
1771.88,0,levantamento,118323.81
2089.5,16,levantamento,76908.89
1689.76,3,levantamento,88491.51
1251.52,0,levantamento,78007.26
1195.34,19,transferencia,112952.62
1211.8,21,pagamento,105084.61
819.79,2,deposito,94584.6
927.93,2,deposito,42984.95
830.87,11,pagamento,55190.74
2860.43,10,levantamento,56728.03
2309.72,4,pagamento,76929.8
1847.72,12,transferencia,84519.17
8551.07,11,levantamento,47469.9
862.16,1,pagamento,96446.31
4424.98,19,deposito,108030.53
1468.47,0,transferencia,59786.42
2050.28,8,transferencia,102925.75
3093.04,2,transferencia,93204.57
1233.94,23,transferencia,128234.79
776.38,19,pagamento,129812.42
885.88,5,pagamento,-2830.4
335.28,10,deposito,143829.53
2937.86,19,transferencia,135534.66
2881.86,19,pagamento,51626.86
6418.38,10,levantamento,51106.7
2519.82,14,transferencia,26100.16
3053.92,5,pagamento,27407.35
1693.86,7,pagamento,76921.11
2622.55,8,pagamento,137673.47
4322.87,17,transferencia,115198.01
2090.54,5,pagamento,147697.57
1191.56,16,transferencia,43779.62
1515.98,22,transferencia,53372.62
3299.38,15,pagamento,86700.38
1220.47,18,transferencia,66585.01
3682.15,21,deposito,33575.42
8323.83,15,transferencia,87794.82
3718.85,12,levantamento,90393.98
3286.93,11,levantamento,109387.28
2387.75,8,pagamento,74863.24
971.17,5,transferencia,91040.1
903.19,3,deposito,133728.88
895.97,5,transferencia,76254.03
2818.01,16,levantamento,46853.76
1324.02,23,transferencia,69660.95
1766.59,9,pagamento,87099.32
2527.35,7,transferencia,116869.67
923.03,2,transferencia,55963.8
1210.1,14,levantamento,92095.9
2340.94,20,pagamento,28397.95
1432.7,20,transferencia,31008.41
1543.86,18,transferencia,165062.92
791.46,10,transferencia,5562.33
1560.67,5,transferencia,43751.33
6780.02,8,transferencia,132997.25
1265.11,10,deposito,119047.71
722.26,2,levantamento,50988.07
3891.34,8,deposito,91523.53
2748.15,12,transferencia,65733.94
2143.28,23,deposito,8650.97
629.6,4,pagamento,82842.44
705.36,12,pagamento,87299.0
528.55,14,pagamento,157805.73
2553.51,8,transferencia,70213.22
4088.34,6,deposito,93664.48
2623.37,2,pagamento,135570.76
8603.48,12,pagamento,71568.62
1269.63,17,deposito,109780.73
1395.58,10,transferencia,78484.63
1968.94,20,deposito,23462.34
1504.78,2,levantamento,100937.28
2694.5,15,pagamento,57308.68
1083.88,9,deposito,87783.61
592.42,8,deposito,89891.0
432.04,14,transferencia,102911.13
2655.56,10,pagamento,39118.39
1187.1,22,pagamento,80159.81
709.36,9,levantamento,81973.15
1101.86,23,transferencia,48791.91
8621.6,5,transferencia,14421.7
743.44,5,pagamento,89322.45
3234.9,12,pagamento,58474.43
2532.28,14,pagamento,103926.55
5287.74,12,deposito,58627.13
1638.48,2,transferencia,75101.95
518.91,1,pagamento,96337.92
3999.95,0,transferencia,115810.98
1480.51,8,pagamento,97507.12
5011.9,21,transferencia,53764.15
3473.0,3,transferencia,54584.72
4010.6,20,levantamento,71712.69
12025.51,13,pagamento,63263.13
2265.61,23,transferencia,106033.64
5734.66,13,pagamento,64228.38
1307.83,16,pagamento,51491.03
2786.58,13,levantamento,129281.79
1209.77,7,pagamento,114396.37
2652.86,6,transferencia,61698.42
2440.22,8,deposito,91213.15
347.77,19,transferencia,35608.21
1108.34,20,transferencia,87205.71
2173.84,7,deposito,92830.26
297.11,2,transferencia,70487.07
1674.59,0,transferencia,62639.47
4051.23,16,deposito,88957.5
5116.35,10,transferencia,130329.16
966.85,15,deposito,46179.67
5385.82,5,levantamento,85388.69
4752.82,1,levantamento,94496.52
324.31,8,transferencia,73652.39
1983.53,20,pagamento,27423.96
2167.1,10,levantamento,19311.32
6093.86,23,levantamento,96122.09
2273.57,23,pagamento,142348.94
5513.66,4,deposito,101423.0
968.14,17,pagamento,23631.26
503.49,10,pagamento,43296.48
1076.78,12,deposito,125993.17
6384.26,10,deposito,62646.77
3792.33,5,pagamento,144401.27
11590.83,20,pagamento,49516.59
569.83,15,transferencia,97311.96
4159.11,18,pagamento,110530.7
3307.32,13,levantamento,96024.21
1439.06,8,pagamento,66860.84
3363.52,22,deposito,62016.65
2022.26,12,transferencia,45344.43
2612.98,13,pagamento,80133.89
3116.42,3,deposito,18998.07
3960.35,2,pagamento,100612.26
1938.07,1,pagamento,52589.5
7494.08,20,pagamento,18382.62
1521.45,16,pagamento,90140.98
8160.05,5,pagamento,91771.26
733.42,1,deposito,122675.25
822.17,11,levantamento,46393.13
861.6,11,pagamento,102088.39
3887.37,20,pagamento,42658.75
949.21,17,transferencia,14962.0
5955.68,3,pagamento,101336.88
1186.57,5,levantamento,72152.51
2488.48,19,deposito,56906.8
3017.16,20,pagamento,113882.97
802.24,19,transferencia,70745.06
594.3,19,transferencia,104108.54
2267.21,18,transferencia,65608.9
1448.39,2,pagamento,61508.82
2693.94,19,pagamento,83932.86
616.14,7,pagamento,130879.25
1359.12,20,transferencia,118181.36
1563.26,15,levantamento,55923.37
257.24,22,levantamento,81365.84
4009.28,21,deposito,79362.32
986.38,0,transferencia,75661.11
5998.89,1,levantamento,117653.85
1038.71,9,pagamento,51560.24
1191.46,4,transferencia,41274.37
669.46,18,transferencia,32981.14
4524.63,11,levantamento,54786.99
2600.16,23,levantamento,100194.34
5541.99,23,pagamento,139972.71
1531.68,17,pagamento,53480.14
1748.7,5,deposito,111764.97
470.78,22,transferencia,103912.31
1097.47,13,levantamento,68065.92
2072.27,22,deposito,54486.78
2464.54,2,levantamento,28861.86
7778.74,12,transferencia,76220.85
411.27,6,levantamento,92933.55
2172.35,16,pagamento,87068.08
